"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000108691",40.5505798474492,-5.19437009054124,1.11077843584568,-4.67633321184037,2.92049923069038e-06,0.0226134255432356
"ENSG00000159339",58.5481330383513,-3.82786141606539,0.880048138266162,-4.34960458368436,1.36383228802678e-05,0.039360495507385
"ENSG00000117984",1224.48428580599,1.47799540318393,0.341729511090139,4.32504467778924,1.52500951210325e-05,0.039360495507385
"ENSG00000166886",49.0175069504196,2.43891407880479,0.582163087621618,4.18940006788954,2.79692918704976e-05,0.0419346118375425
"ENSG00000104833",6.84235735788046,6.62591582806988,1.58378782092255,4.18358806687269,2.86943857233304e-05,0.0419346118375425
"ENSG00000142609",48.782365344561,-2.7294944479835,0.656880350206687,-4.15523838873345,3.24948561313774e-05,0.0419346118375425
"ENSG00000125772",91.9440368323865,-1.95852820567647,0.475415511912196,-4.1196135940095,3.79508294167874e-05,0.0419790388820264
"ENSG00000171680",58.3379567147104,-2.78424821241797,0.682878855464892,-4.07722129648091,4.55771104720422e-05,0.0441129457981278
"ENSG00000127954",28.9225766699412,-3.64025871214708,0.901360658905909,-4.03862613281315,5.37651800648495e-05,0.0462559765824588
"ENSG00000122406",96.705420701653,2.58444547647506,0.647329639602724,3.99247202408524,6.53880493000756e-05,0.0466532552577046
"ENSG00000137193",50.5588047933343,-2.01919291581069,0.506156191900148,-3.98926842765765,6.62773870379375e-05,0.0466532552577046
"novelGene_2518",24.2019681927294,-3.43144165078303,0.891670849546405,-3.84832772376558,0.000118926886642389,0.0767375736060015
"ENSG00000113742",30.0565192528528,-3.46413839415292,0.912360518057439,-3.79689643029339,0.000146518968202636,0.0810354550566437
"ENSG00000262655",34.3419102036451,3.60866921192986,0.949340275290519,3.80123892966147,0.000143974384820887,0.0810354550566437
"ENSG00000111665",10.7817063241865,-6.48767925091081,1.7337296909645,-3.74203619210191,0.000182535218344882,0.0883356372277764
"ENSG00000046653",4.61510042247962,5.30641839663897,1.41332985400585,3.75455056128532,0.000173652790029785,0.0883356372277764
"ENSG00000125355",52.4053204519205,2.80883643103122,0.755964546295622,3.71556635135217,0.000202749050666989,0.0923462293714411
"ENSG00000136160",46.7129920100814,-3.80872628155849,1.0300029405934,-3.69778194940319,0.000217491587165966,0.0935576310792262
"ENSG00000177426",30.6642084357142,2.5674179915255,0.706950738686169,3.63167877339928,0.000281583489156411,0.0991045889335494
"ENSG00000197971",153.828164241624,2.20174591577016,0.605861762840761,3.63407306882451,0.000278981796870009,0.0991045889335494
"ENSG00000117115",3238.41778005916,1.3537292201557,0.372424109486582,3.63491295453975,0.000278074508454044,0.0991045889335494
"ENSG00000123560",48.1903241786874,3.51350465196855,0.962742034506563,3.64947673004569,0.000262775041273809,0.0991045889335494
"ENSG00000109756",65.4201020992611,-2.01038655738224,0.560354070398039,-3.58770760057868,0.00033359809623823,0.112306524311853
"ENSG00000164125",279.407040816846,-2.41714623031148,0.679400788338107,-3.55776188635885,0.00037402812848103,0.120670824951192
"ENSG00000265531",50.7159039177808,-2.43408990683066,0.696153945883557,-3.49648223819419,0.000471435877591139,0.146013120007528
"ENSG00000135472",8.26576782245143,4.33798663661671,1.26843129193446,3.41996185698078,0.00062629916685688,0.179161852971266
"ENSG00000011523",98.821222339267,1.57506146212756,0.461795283618989,3.41073527166442,0.000647879618131919,0.179161852971266
"ENSG00000123737",19.4416330385175,-2.78611798953362,0.815885801036686,-3.41483818690497,0.000638199128131555,0.179161852971266
"ENSG00000138772",17.9240666528616,-3.67538203551117,1.09033022346946,-3.37088888888726,0.000749260709269617,0.200052609374988
"ENSG00000242110",71.1031256757766,-2.30115330787599,0.69134739106315,-3.32850508676584,0.00087313410507701,0.218086366955203
"ENSG00000175445",71.5632501076853,2.41163123857132,0.724371028593528,3.32927621809206,0.000870720042365433,0.218086366955203
"ENSG00000012223",36.8026611891273,-3.18204893669192,0.977171056299916,-3.25638885451728,0.00112839098632018,0.270335777119159
"ENSG00000111913",69.2145129759054,-2.46212948504932,0.757468968154464,-3.25046911300958,0.00115214782964384,0.270335777119159
"ENSG00000179094",180.678616605482,2.6734923137383,0.831585507713442,3.21493374877279,0.00130474631313078,0.279041596247712
"ENSG00000122223",13.7712248084194,-3.04243736836776,0.948186197404312,-3.20869189690434,0.00133340295249455,0.279041596247712
"ENSG00000146859",42.4406180810645,2.21708171455453,0.688426818449339,3.22050456945945,0.00127965152672693,0.279041596247712
"ENSG00000173674",71.8340438891002,1.49595015892026,0.464390837325562,3.22131712919978,0.00127602866229081,0.279041596247712
"ENSG00000161813",44.4957875955944,-2.07759800066013,0.64905169055636,-3.20097463867513,0.00136963586692733,0.279081329411008
"ENSG00000167208",21.3266132354551,-2.03873140405615,0.642462375273669,-3.17330863645939,0.0015071221776546,0.280549580714913
"ENSG00000167526",42.428845855266,2.36717898199645,0.745979820039512,3.17324801342625,0.00150743693158797,0.280549580714913
"ENSG00000180611",41.9917744145215,2.87358859280903,0.906637629994306,3.16950068885523,0.00152701096233958,0.280549580714913
"ENSG00000143476",12.1022862713842,-4.23007757580863,1.33708492025697,-3.16365663221724,0.0015580049038798,0.280549580714913
"ENSG00000197958",15.3414688479062,2.23903240469158,0.706302144354912,3.17007731406021,0.00152398381678846,0.280549580714913
"ENSG00000157483",208.278810636113,1.66742506474942,0.533692736990424,3.12431657614884,0.00178218597873963,0.282160488619215
"ENSG00000178927",415.009226445413,-1.18397641807432,0.378325030295864,-3.12952176901542,0.0017509109856603,0.282160488619215
"ENSG00000084676",20.1348256263331,-2.59237505813636,0.831474527715892,-3.11780454087723,0.00182203595905472,0.282160488619215
"ENSG00000186468",39.4198913889818,1.89650928879457,0.603578433115483,3.14210910254924,0.00167735520419539,0.282160488619215
"ENSG00000176018",88.9835365818308,-1.63926032326924,0.524689663193145,-3.12424741378183,0.00178260497073743,0.282160488619215
"ENSG00000136235",681.094371287575,2.25861781040911,0.720676162530298,3.1340259714975,0.00172425594087024,0.282160488619215
"ENSG00000143774",37.6436274782352,1.5865829514408,0.508394157833889,3.12077337434549,0.00180376789437548,0.282160488619215
"ENSG00000177150",18.1392626084577,2.81097106100137,0.904617385901382,3.10735909436502,0.00188766949478399,0.285937470524835
"ENSG00000223501",5.30835009476893,-5.44322365224989,1.75458118433046,-3.10229227399756,0.00192028263816239,0.285937470524835
"ENSG00000205659",5.35701861079171,-5.45451905732609,1.81001897921872,-3.01351484152972,0.00258240409659164,0.315195165571385
"ENSG00000140563",12.9080109927305,-3.13640980131857,1.0234221765527,-3.06462950791555,0.00217939793158617,0.315195165571385
"ENSG00000012124",3.87515887060021,4.35054315963569,1.43419074192296,3.03344808501726,0.00241776307257393,0.315195165571385
"ENSG00000125740",766.303535780161,2.11407852554445,0.702155562006459,3.01084067397162,0.00260525514614086,0.315195165571385
"ENSG00000183891",3.97163147741702,-5.05519438530866,1.675993252307,-3.016237910475,0.00255932364108653,0.315195165571385
"ENSG00000132639",5.046612073764,-5.36272010911439,1.76676217556981,-3.03533785320303,0.00240266376373301,0.315195165571385
"ENSG00000154639",40.4712279412412,-1.46851075594797,0.48289002417095,-3.04108737485141,0.00235725414364343,0.315195165571385
"ENSG00000143622",159.301540138314,-1.30567666786148,0.42857241369971,-3.04657188872714,0.00231467121941907,0.315195165571385
"ENSG00000121858",31.1367957076161,-1.74779039243702,0.577198700476563,-3.02805670039444,0.00246131901071482,0.315195165571385
"ENSG00000070190",43.9967327934515,-2.19753483647286,0.728236101430008,-3.01761315067688,0.00254773908146429,0.315195165571385
"ENSG00000160883",144.399088197751,-1.71252224025315,0.559440518172674,-3.06113373026116,0.00220500586348862,0.315195165571385
"ENSG00000107816",20.3797048212338,2.07102623204261,0.680625770831894,3.04282664688307,0.00234367302637621,0.315195165571385
"ENSG00000140987",30.6517585652314,-1.41864732512507,0.472854210272494,-3.00017911293957,0.00269820888693902,0.318190965080525
"ENSG00000257335",17.0264267874676,-3.59454803393554,1.19874091058192,-2.99860295265186,0.00271220504911722,0.318190965080525
"ENSG00000131446",773.41195920049,1.29296250268716,0.432615539008911,2.98871026604648,0.00280157658158875,0.319128561455858
