ensgene,16-078_2_MFG,16-110-56_1_SVZ,17-005_1_MFG,17-009_1_SVZ,17-094-37_1_MFG,18-018_1_MFG,18-018_1_SVZ
ENSG00000227232,196.0,314.8533994133349,117.17021963438113,309.18062768759813,83.07259530202278,52.12574742149018,28.92744274174301
ENSG00000228794,13.0,3.459927466080601,8.369301402455791,6.547354468678549,7.609703386444835,4.1151905859071185,13.187510661676967
ENSG00000157873,60.0,59.51075241658634,8.369301402455793,21.097031065741984,29.804671596908932,13.260058554589605,15.739932080066055
ENSG00000137760,26.0,8.303825918593443,11.358337617618576,13.094708937357098,6.3414194887040285,6.858650976511862,5.955649976241213
ENSG00000110660,43.0,22.143535782915844,15.542988318846474,16.732128086622957,15.853548721760072,31.549794491954568,21.270178486575748
ENSG00000166266,99.0,20.06757930326749,57.38949533112543,40.011610641924456,31.70709744352015,35.66498507786171,19.14316063791817
ENSG00000075239,58.0,11.763753384674047,19.727639020074367,4.364902979119031,10.146271181926444,10.059354765550733,12.336703522213936
ENSG00000149311,68.0,40.827144099751095,25.705711450399928,58.19870638825375,45.024078369798616,24.23390011700859,30.20365345093756
ENSG00000149308,320.0,129.4012872314145,163.20137734788798,110.57754213768213,157.90134526873038,82.30381171814237,99.119031747443
ENSG00000166323,0.0,0.0,0.0,0.0,0.6341419488704029,1.3717301953023728,0.0
ENSG00000110723,34.0,13.839709864322405,20.92325350613948,10.912257447797579,33.60952329013136,16.918005742062594,6.381053545972726
ENSG00000178105,111.0,42.21111508618333,61.574146032353326,29.099353194126873,29.804671596908946,95.56387027273195,37.86091770610484
novelGene_ENSG00000137710,1.0,1.3839709864322405,1.1956144860651132,2.1824514895595155,1.2682838977408055,0.0,0.4254035697315151
ENSG00000149289,20.0,2.7679419728644814,23.3144824782697,3.6374191492658596,3.1707097443520142,3.6579471874729936,0.4254035697315151
ENSG00000137714,0.0,0.0,0.0,0.0,1.9024258466112087,1.3717301953023728,2.5524214183890903
novelGene_ENSG00000137727,5.0,9.687796905025683,2.3912289721302264,5.092386808972204,6.3414194887040285,0.0,0.4254035697315151
ENSG00000137710,13.0,31.13934719472541,17.934217290976697,61.108641707666436,64.6824787847811,29.72082089821808,49.34681408885575
ENSG00000137727,56.0,30.44736170150929,26.303518693432487,25.461934044861017,30.43881354577934,8.687624570248362,2.9778249881206054
ENSG00000170145,91.0,79.57833171985384,26.90132593646504,40.011610641924456,76.73117581331877,47.0960700387148,124.64324593133392
ENSG00000137713,85.0,33.21530367437377,40.0530852831813,22.55199872544832,24.73153600594572,45.267096444978286,26.37502132335393
ENSG00000255561,58.0,21.451550289699718,40.05308528318128,11.639741277650753,17.755974568371283,35.20774167942757,18.292353498455146
ENSG00000109846,4.0,0.0,0.0,0.0,0.0,0.0,0.8508071394630301
ENSG00000150764,2.0,4.151912959296721,2.989036215162783,0.0,2.5365677954816115,0.0,0.8508071394630301
ENSG00000116514,4.0,2.0759564796483607,2.989036215162783,5.092386808972204,3.8048516932224175,5.944164179643615,0.4254035697315151
ENSG00000150768,90.0,65.0466363623153,53.20484462989753,54.561287238987894,68.48733047800351,59.44164179643618,90.61096035281271
ENSG00000150776,13.0,6.227869438945082,13.151759346716243,6.547354468678549,10.146271181926444,26.97736050761333,5.530246406509695
ENSG00000197580,143.0,37.367216633670495,63.367567761451,33.464256173245914,43.1216525231874,54.8692078120949,34.45768914825272
ENSG00000150787,1.0,2.7679419728644814,2.989036215162783,2.9099353194126882,3.8048516932224175,3.2007037890388697,0.8508071394630301
ENSG00000150779,1.0,0.0,1.1956144860651132,0.0,0.0,0.4572433984341242,0.8508071394630301
ENSG00000150782,138.0,11.763753384674047,62.76976051841844,32.73677234339274,6.3414194887040285,96.02111367116608,8.5080713946303
ENSG00000238164,6.0,8.303825918593443,0.0,2.182451489559516,1.9024258466112087,1.3717301953023728,0.4254035697315151
ENSG00000270179,8.0,2.7679419728644814,7.173686916390679,10.184773617944408,5.073135590963222,8.68762457024836,2.9778249881206054
ENSG00000086827,108.0,40.135158606534965,60.37853154628822,32.00928851353956,57.70691734720666,29.26357749978395,34.45768914825272
ENSG00000048028,50.0,68.5065638283959,21.52106074917204,39.28412681207128,77.99945971105956,20.5759529295356,48.070603379661186
ENSG00000109906,48.0,12.455738877890164,7.771494159423237,5.092386808972203,6.9755614375744335,280.29020324011816,268.42965250058603
ENSG00000076053,72.0,34.59927466080601,51.411422900799856,55.288771068841065,47.56064616528021,69.5009965619869,72.31860685435755
ENSG00000004455,697.0,416.5752669161045,366.4558399789572,324.45778811451464,281.55902529845895,498.39530429319535,363.7200521204455
ENSG00000137656,49.0,21.451550289699725,21.52106074917204,50.19638425986886,46.92650421640982,65.8430493745139,29.352846311474533
ENSG00000142920,256.0,516.9131634324422,204.4500771171344,569.6198387750337,283.4614511450702,31.549794491954568,15.31452851033454
ENSG00000160584,0.0,0.0,0.0,0.0,1.2682838977408055,0.9144867968682484,0.8508071394630301
ENSG00000149591,248.0,189.60402514121708,154.83207594543214,189.87327959167786,106.53584741022767,69.5009965619869,125.49405307079692
ENSG00000160613,159.0,107.94973694171476,65.75879673358124,143.31431448107492,144.58436434245192,101.5080344523756,101.67145316583208
ENSG00000167257,36.0,13.147724371106285,9.564915888520908,23.279482555301506,15.853548721760076,10.516598163984858,10.635089243287878
ENSG00000110274,3.0,11.763753384674047,7.771494159423237,10.912257447797579,3.8048516932224175,12.345571757721356,1.7016142789260602
ENSG00000186318,15.0,8.303825918593443,15.542988318846474,8.729805958238064,8.243845335315237,18.746979335799093,4.254035697315151
ENSG00000137726,0.0,1.3839709864322405,1.1956144860651132,2.1824514895595155,0.6341419488704029,0.0,0.4254035697315151
ENSG00000110324,1953.0,1001.303008683726,750.8458972488911,688.1997030411006,1289.8447240023995,987.1884972192745,1420.8479229032605
ENSG00000137747,0.0,2.0759564796483607,0.0,0.0,0.6341419488704029,0.9144867968682484,0.0
ENSG00000255274,3.0,0.0,0.5978072430325566,2.909935319412688,1.2682838977408055,2.7434603906047457,1.2762107091945452
ENSG00000160593,31.0,5.535883945728963,4.782457944260453,3.6374191492658596,7.609703386444835,4.5724339843412425,1.2762107091945452
