ensgene,16-078_2_MFG,16-110-56_1_SVZ,17-005_1_MFG,17-009_1_SVZ,17-094-37_1_MFG,18-018_1_MFG,18-018_1_SVZ
ENSG00000227232,59.721588909309524,45.51614642054236,46.663684744200324,182.44780136036755,88.99211866091369,25.79519442976656,24.91236002294951
ENSG00000279457,43.716190219924776,14.259274380639575,32.35141701218117,42.13108344732315,47.88729689396547,27.285637366187487,15.922376321423087
ENSG00000237491,7.779274042482871,7.384560446610547,6.852121455857955,9.236691332538486,22.96906291706666,8.237749855547326,2.9175817612495343
ENSG00000230092,13.60117707939904,24.47694311069377,18.15779283469635,22.023888532312625,71.5692927682125,25.258482697875124,7.882790303370624
ENSG00000228794,41.446890711270015,17.940087176294735,26.96520535235125,35.59287092518746,67.43623462635118,25.98611775680694,54.95154466189746
ENSG00000188976,61.61263481146303,20.509876505831986,55.70327578378169,44.61620943967762,41.074786356759965,52.6037945139482,51.63390443744557
ENSG00000187608,50.58374690219329,66.61800969281666,53.065712540954564,36.41236698328192,62.36049917942561,43.366564092318505,23.071377280138844
ENSG00000188157,0.8517988467985917,1.0938917847753145,0.8771192155529679,0.9141179995802992,2.0743617190661316,0.7210592604423506,0.5243494836395193
ENSG00000131591,11.728614890534455,2.5159511049832264,12.389308919685678,13.102357993984294,19.317493508803363,6.386524878203671,6.000888534985613
ENSG00000078808,30.402666531888197,28.550575582635712,73.02017469478457,58.88443447296428,37.72745376551528,59.22986782205022,78.1863341160261
ENSG00000160087,21.591101992226786,18.347666670944733,33.284800285591594,28.674301153391824,29.717700101026807,29.918787467645732,18.700590254789397
ENSG00000162572,1.5070287289513566,0.6563350708651887,2.30243794082654,5.408531497516772,5.574847119990233,1.8541523839946188,0.7573936985904173
ENSG00000169972,5.372885033652655,3.828621246713601,8.113352743864953,7.922355996362593,5.834142334873498,9.579787317305511,4.602623245280223
ENSG00000127054,53.859896312957076,35.004537112810084,50.76327460012799,58.88443447296429,47.45102432363778,40.79135244788157,43.28796292712914
ENSG00000224051,11.138907996596966,4.813123853011384,14.69174686051219,12.72147549415915,12.575817921838427,7.931651864865856,4.719145352755673
ENSG00000169962,0.13104597643055255,0.10938917847753143,0.10963990194412104,0.3047059998600997,0.5185904297665329,0.0,0.23304421495089744
ENSG00000107404,2.6864425168263275,3.172286175848412,3.398836960267752,2.8185304987059228,2.852247363715932,3.0902539733243595,3.3791411167880128
ENSG00000221978,237.5240829955811,122.9203736777559,165.90219308898608,271.21930087036924,240.24156243396928,147.4737134788776,133.86944916925225
ENSG00000224870,16.904930959541257,9.07930181363511,16.226705487729916,20.796184490451818,16.724541359970686,14.730210606179455,7.049587502264641
ENSG00000242485,36.83530591237505,56.99352725305617,42.54781471043839,30.405506321144408,26.033051226395425,65.00087276935069,40.54969340145617
ENSG00000160072,20.967002893497906,9.082640340161813,18.529689065481698,31.154774658875475,38.43945603190572,24.157949473623496,15.49597507871066
ENSG00000197785,15.309427051183992,5.884447964251376,24.1527683693972,16.142213470401863,13.815602254625256,17.88047307009249,16.339020472116154
ENSG00000189339,153.55607017228374,140.20309158650338,193.652386922526,316.18884017978365,300.04561507374217,154.83836970403874,121.81279002599207
ENSG00000008130,49.34302006296832,26.177903428791872,64.63286954756586,61.07940866569146,47.44483311595522,38.07524932060515,41.349415807107604
ENSG00000078369,28.011944331794638,40.61430527513856,159.79728002023512,160.26231875672053,43.64744570245963,207.2928728012789,165.4032742447702
ENSG00000142609,30.974572362714728,5.328434340388175,33.322871219508684,18.169047126516915,79.27231183352491,14.834679946128185,4.2977102883411735
novelGene_ENSG00000142609,1.4369320309812053,1.1593421934243215,3.7277566661001136,2.7875278465540974,7.5837525165940916,2.597583142188563,0.6527247620070757
ENSG00000162585,13.18914729228435,16.080209236197128,18.090583820779962,13.9146788238224,11.413321853541985,15.711182592695675,14.099175004529293
ENSG00000116151,5.373084531453299,7.010225769116602,9.375165544983812,12.659326155455966,10.013406829455016,3.806251901875779,1.0706846019452012
ENSG00000157916,108.12679882813092,90.8427540382348,125.54437611142087,94.05279681377735,81.67239553863254,145.67088426859937,90.39473463963509
ENSG00000157911,29.48534469687436,22.206003230938922,35.19440852406288,25.13824498845826,20.613969583219696,20.910718552828133,19.051364572235848
ENSG00000157881,21.294971169964818,16.080209236197128,16.44598529161815,26.204715987968612,25.67022627344339,16.79037992172902,27.732261579156805
ENSG00000238164,7.9303233758477925,7.000907422562003,2.0831581369382963,7.652738001618576,14.040863237045984,4.946452880563368,5.301755890132918
ENSG00000157873,51.04240781970026,38.942547538001214,10.963990194412098,53.32354997551751,84.27094483706159,27.40025189680927,36.87924701597951
ENSG00000157870,8.386942491555365,5.469458923876577,2.083158136938293,4.037354498146322,4.9266090827820666,4.326355562654103,4.83566746023112
ENSG00000162591,1.0483678114444206,1.4220593202079088,0.5481995097206049,3.9611779981812965,4.796961475340432,1.2361015893297438,0.23304421495089744
ENSG00000158109,10.954892150536564,28.441186404158202,26.334849637511525,30.55112901003953,15.428065285554336,20.342763536201502,19.57571405587537
ENSG00000116213,28.56934338543189,20.221640715866467,33.52065046279855,44.66543948097404,38.69215201505929,20.99369631720768,18.32153477533044
ENSG00000078900,1.3104597643055258,3.719232068236069,0.6578394116647259,0.4570589997901496,0.6482380372081664,0.8240677262198292,0.23304421495089744
ENSG00000227372,25.86867664753259,10.610793667240484,16.76438788244186,61.67756503522441,40.213563588426105,11.053377811096757,16.657528285220618
ENSG00000235169,6.129642393857403,9.19723484584759,17.821352077794202,16.925392018730115,9.023535306199225,11.974685732455207,8.664670549159382
ENSG00000130764,6.3200254141867696,9.706358017967936,31.90697810172049,34.74548909450122,19.413085871447613,27.32877375860612,15.366005230864005
